Search term,Cost,Total conv. value,Conversions,Clicks,Impressions,Conv. value / cost,CTR,Avg. CPC,Avg. position,Cost / conv.,Conv. rate,View-through conv.
sewell 95 rg6 coax,0.01,0,0,1,2,0,0.5,0.01,0,0,0,0
sewell audio cable,0.31,0,0,3,3,0,1,0.1,0,0,0,0
sewell bulk cable,0.04,0,0,1,1,0,1,0.04,0,0,0,0
sewell bulk rg6,0.01,0,0,1,1,0,1,0.01,0,0,0,0
sewell burial cable,0.02,0,0,1,1,0,1,0.02,0,0,0,0
sewell cable cat5,0.01,0,0,1,5,0,0.2,0.01,0,0,0,0
sewell cat 5,0.27,0,0,1,2,0,0.5,0.27,0,0,0,0
sewell cat5 box 1000,0.38,0,0,1,1,0,1,0.38,0,0,0,0
sewell cat5e,0.17,0,0,1,13,0,0.08,0.17,0,0,0,0
sewell cat5e 1000 ft,0.03,0,0,1,1,0,1,0.03,0,0,0,0
sewell cat5e patch cable 25 ft,0.16,44.38,1,1,1,277.38,1,0.16,0,0.16,1,0
sewell cat5e purerun,0.04,0,0,1,1,0,1,0.04,0,0,0,0
sewell cat6 siamese,0.01,0,0,1,10,0,0.1,0.01,0,0,0,0
sewell coax cable,0.23,44.83,1,1,1,194.89,1,0.23,0,0.23,1,0
sewell direct cat 6,0.34,0,0,2,12,0,0.17,0.17,0,0,0,0
sewell direct cmx stp foil,0.01,0,0,1,1,0,1,0.01,0,0,0,0
sewell direct electronics,0.17,0,0,1,2,0,0.5,0.17,0,0,0,0
sewell direct kit,0.08,0,0,1,1,0,1,0.08,0,0,0,0
sewell direct rg59,0.01,0,0,1,2,0,0.5,0.01,0,0,0,0
sewell direct speaker wire,0.31,0,0,1,1,0,1,0.31,0,0,0,0
sewell direct sw 30016,0.06,0,0,1,1,0,1,0.06,0,0,0,0
sewell direct sw 30081 rg59 bulk cable,0.02,0,0,1,1,0,1,0.02,0,0,0,0
sewell direct sw 30082 rg59 bulk cable,0.02,0,0,1,2,0,0.5,0.02,0,0,0,0
sewell direct sw 9421,0.18,36.35,1,1,1,201.94,1,0.18,0,0.18,1,0
sewell ethernet,0.17,0,0,1,1,0,1,0.17,0,0,0,0
sewell flat speaker wire,0.23,0,0,1,2,0,0.5,0.23,0,0,0,0
sewell purerun cat5e cm,0.01,0,0,1,1,0,1,0.01,0,0,0,0
sewell rg59,0.01,0,0,1,3,0,0.33,0.01,0,0,0,0
sewell rg59,0.01,0,0,1,3,0,0.33,0.01,0,0,0,0
sewell rg59,0.02,0,0,2,4,0,0.5,0.01,0,0,0,0
sewell rg6,0.02,0,0,2,4,0,0.5,0.01,0,0,0,0
sewell security camera,0.25,0,0,1,2,0,0.5,0.25,0,0,0,0
sewell shielded cat 6,0.01,0,0,1,1,0,1,0.01,0,0,0,0
sewell siamese cat6,0.01,0,0,1,10,0,0.1,0.01,0,0,0,0
sewell solar,0.36,0,0,1,1,0,1,0.36,0,0,0,0
sewell speaker cables,0.14,0,0,1,1,0,1,0.14,0,0,0,0
sewell speaker wire,1.11,0,0,3,34,0,0.09,0.37,0,0,0,0
sewell sw 30084,0.01,0,0,1,1,0,1,0.01,0,0,0,0
sewell sw 9421,0.16,0,0,2,4,0,0.5,0.08,0,0,0,0
sewell sw9421,0.15,0,0,1,1,0,1,0.15,0,0,0,0
sewell utp cat5e cable,0.01,326.6,1,1,4,32660,0.25,0.01,0,0.01,1,0
sewll direct burial rg59 cable,0.01,0,0,1,1,0,1,0.01,0,0,0,0
sheilded cat5 e,0.44,33.21,1,1,1,75.48,1,0.44,0,0.44,1,0
shielded audio wire,0.5,0,0,1,1,0,1,0.5,0,0,0,0
shielded cat 5,0.48,0,0,1,9,0,0.11,0.48,0,0,0,0
shielded cat5,2.11,0,0,6,211,0,0.03,0.35,0,0,0,0
shielded cat5 cable,1.34,0,0,3,28,0,0.11,0.45,0,0,0,0
shielded cat5 wire,0.5,0,0,1,5,0,0.2,0.5,0,0,0,0
shielded cat5e,0.87,0,0,2,27,0,0.07,0.44,0,0,0,0
shielded category 5 cable,0.52,0,0,1,2,0,0.5,0.52,0,0,0,0
shielded cmx cat5e,0.5,0,0,1,1,0,1,0.5,0,0,0,0
shielded rg59 coax 1000,0.47,0,0,1,1,0,1,0.47,0,0,0,0
shielded rg59 u cable,0.25,0,0,1,4,0,0.25,0.25,0,0,0,0
shielded solid category 5 cable,0.49,0,0,1,6,0,0.17,0.49,0,0,0,0
shielded speaker wire,0.88,0,0,2,10,0,0.2,0.44,0,0,0,0
shielded utp cable,0.5,0,0,1,2,0,0.5,0.5,0,0,0,0
siames and ethernet cable together,0.35,0,0,1,1,0,1,0.35,0,0,0,0
siamese cable,0.5,0,0,1,15,0,0.07,0.5,0,0,0,0
siamese cable cat5e,0.57,0,0,1,2,0,0.5,0.57,0,0,0,0
siamese cable rg6,0.91,0,0,2,67,0,0.03,0.46,0,0,0,0
siamese cable rg6,1.33,0,0,3,93,0,0.03,0.44,0,0,0,0
siamese cable spool,0.46,0,0,1,1,0,1,0.46,0,0,0,0
siamese cat 5 18 2 cable,0.32,0,0,1,1,0,1,0.32,0,0,0,0
siamese cat6 cable,0.62,0,0,1,2,0,0.5,0.62,0,0,0,0
siamese ethernet coax cable,0.47,0,0,1,1,0,1,0.47,0,0,0,0
siamese rg6,0.15,0,0,1,1,0,1,0.15,0,0,0,0
siamese rg6 coax cable,0.31,0,0,1,7,0,0.14,0.31,0,0,0,0
siamese rg6 ethernet,0.36,0,0,1,1,0,1,0.36,0,0,0,0
siamese rg6 plus cat 6,0.18,0,0,1,1,0,1,0.18,0,0,0,0
siamese wire,1.2,0,0,2,42,0,0.05,0.6,0,0,0,0
siemese cat 5,0.63,0,0,1,1,0,1,0.63,0,0,0,0
silverback screamer bulk xlr cable,0.14,51.29,1,1,3,366.36,0.33,0.14,0,0.14,1,0
silverback screamer xlr bulk cable,0.01,0,0,1,1,0,1,0.01,0,0,0,0
solar 10 guage wire,0.44,0,0,1,1,0,1,0.44,0,0,0,0
solar cable,1.99,0,0,5,159,0,0.03,0.4,0,0,0,0
solar cell wire,0.43,0,0,1,1,0,1,0.43,0,0,0,0
solar cells for sale bulk,0.45,0,0,1,31,0,0.03,0.45,0,0,0,0
solar panel cable,0.98,0,0,2,60,0,0.03,0.49,0,0,0,0
solar panel cables,0.39,0,0,1,29,0,0.03,0.39,0,0,0,0
solar panel gauge wire,0.5,0,0,1,2,0,0.5,0.5,0,0,0,0
solar panel wire,7.97,29.22,1,20,229,3.67,0.09,0.4,0,7.97,0.05,0
solar panel wire size,1.63,0,0,4,90,0,0.04,0.41,0,0,0,0
solar panel wire type,0.29,0,0,2,28,0,0.07,0.14,0,0,0,0
solar panel wiring,3.19,0,0,8,616,0,0.01,0.4,0,0,0,0
solar pv cable,0.99,0,0,3,20,0,0.15,0.33,0,0,0,0
solar pv collectors,0.47,0,0,1,1,0,1,0.47,0,0,0,0
solar pv panel,0.5,0,0,1,6,0,0.17,0.5,0,0,0,0
solar pv wire,0.7,0,0,2,10,0,0.2,0.35,0,0,0,0
solar pv wire 10 awg near me,0.4,0,0,1,1,0,1,0.4,0,0,0,0
solar wire,2,0,0,4,132,0,0.03,0.5,0,0,0,0
solid cat6,0.31,0,0,1,7,0,0.14,0.31,0,0,0,0
solid coper cat5 shelded,0.43,0,0,1,1,0,1,0.43,0,0,0,0
solid copper cable,0.13,0,0,1,7,0,0.14,0.13,0,0,0,0
solid copper coax,0.36,0,0,1,2,0,0.5,0.36,0,0,0,0
solid copper coax,1.6,0,0,5,12,0,0.42,0.32,0,0,0,0
solid copper coax cable,0.49,0,0,1,1,0,1,0.49,0,0,0,0
solid copper coax cable,0.38,0,0,1,3,0,0.33,0.38,0,0,0,0
solid copper coaxial cable,1.81,0,0,6,49,0,0.12,0.3,0,0,0,0
solid copper coaxial rg6,0.42,0,0,1,1,0,1,0.42,0,0,0,0
solid copper rg 6,0.5,0,0,1,2,0,0.5,0.5,0,0,0,0
solid copper rg6,3.88,0,0,9,125,0,0.07,0.43,0,0,0,0
solid copper rg6,0.83,0,0,2,31,0,0.06,0.42,0,0,0,0
solid copper rg6 500 foot,0.25,0,0,1,1,0,1,0.25,0,0,0,0
solid copper rg6 by the foot,0.44,0,0,1,1,0,1,0.44,0,0,0,0
solid copper rg6 cable,0.74,0,0,2,35,0,0.06,0.37,0,0,0,0
solid copper rg6 cable,0.43,0,0,1,19,0,0.05,0.43,0,0,0,0
solid copper rg6 coax cable,3.09,0,0,8,40,0,0.2,0.39,0,0,0,0
solid copper rg6 coax cable,0.94,0,0,3,13,0,0.23,0.31,0,0,0,0
solid copper rg6 coaxial cable,0.44,0,0,2,11,0,0.18,0.22,0,0,0,0
solid shielded cat5e,0.33,0,0,1,1,0,1,0.33,0,0,0,0
solid speaker wire,0.95,0,0,2,18,0,0.11,0.48,0,0,0,0
solid strand speaker wire,0.4,0,0,1,1,0,1,0.4,0,0,0,0
solid wire for speakers,0.22,0,0,1,7,0,0.14,0.22,0,0,0,0
solidrun by sewell cat5e bulk cable 500 ft,0.03,18.68,1,1,1,622.67,1,0.03,0,0.03,1,0
solidrun cat6 cable,0.47,0,0,2,9,0,0.22,0.24,0,0,0,0
solidrun cat6 utp,0.38,0,0,1,4,0,0.25,0.38,0,0,0,0
southwire cat5e ftp outdoor pe,0.37,0,0,1,1,0,1,0.37,0,0,0,0
speaker cable,10.32,0,0,21,1584,0,0.01,0.49,0,0,0,0
speaker cable types,1.11,0,0,3,154,0,0.02,0.37,0,0,0,0
speaker cables,2.02,15.85,1,5,214,7.85,0.02,0.4,0,2.02,0.2,0
speaker copper cable,0.44,0,0,1,1,0,1,0.44,0,0,0,0
speaker wire,0.48,0,0,1,106,0,0.01,0.48,0,0,0,0
speaker wire,164.16,0,0,371,24617,0,0.02,0.44,0,0,0,0
speaker wire 14 gauge,4.36,0,0,9,220,0,0.04,0.48,0,0,0,0
speaker wire 14 gauge 250 feet,0.34,0,0,1,5,0,0.2,0.34,0,0,0,0
speaker wire 250ft,0.38,0,0,1,2,0,0.5,0.38,0,0,0,0
speaker wire 50 feet,0.48,0,0,1,5,0,0.2,0.48,0,0,0,0
speaker wire best recommended awg,0.39,0,0,1,2,0,0.5,0.39,0,0,0,0
speaker wire cost,0.44,0,0,1,1,0,1,0.44,0,0,0,0
speaker wire for sale,1.17,0,0,2,62,0,0.03,0.58,0,0,0,0
speaker wire gauge,2.02,0,0,5,251,0,0.02,0.4,0,0,0,0
speaker wire near peekskill,0.52,0,0,1,1,0,1,0.52,0,0,0,0
speaker wire ofc,0.31,0,0,1,1,0,1,0.31,0,0,0,0
speaker wire oxygen free,0.3,0,0,1,8,0,0.13,0.3,0,0,0,0
speaker wire roll,0.43,0,0,1,1,0,1,0.43,0,0,0,0
speaker wires,9.23,0,0,20,1629,0,0.01,0.46,0,0,0,0
speaker wires 500ft,0.44,0,0,1,2,0,0.5,0.44,0,0,0,0
speaker wite,3.72,0,0,8,287,0,0.03,0.46,0,0,0,0
speaker wites,0.91,0,0,2,11,0,0.18,0.46,0,0,0,0
speakers wire,2.54,0,0,8,177,0,0.05,0.32,0,0,0,0
speakerwire,0.57,0,0,1,42,0,0.02,0.57,0,0,0,0
speker wire,0.67,0,0,2,18,0,0.11,0.34,0,0,0,0
spoo of cat6,0.41,0,0,1,1,0,1,0.41,0,0,0,0
spool cat5e,1.06,0,0,3,25,0,0.12,0.35,0,0,0,0
spool cat5e straight rj45,0.48,34.11,1,1,1,71.06,1,0.48,0,0.48,1,0
spool coax cable,0.42,0,0,1,1,0,1,0.42,0,0,0,0
spool coax cable,0.39,0,0,1,2,0,0.5,0.39,0,0,0,0
spool coaxial cable,0.33,0,0,1,2,0,0.5,0.33,0,0,0,0
spool coaxial cable,0.36,0,0,1,4,0,0.25,0.36,0,0,0,0
spool ethernet cable,0.28,0,0,1,1,0,1,0.28,0,0,0,0
spool image,0.44,0,0,1,3,0,0.33,0.44,0,0,0,0
spool of audio cable,0.46,0,0,1,2,0,0.5,0.46,0,0,0,0
spool of black cable wire,0.58,0,0,1,2,0,0.5,0.58,0,0,0,0
spool of broadband cable,0.17,0,0,1,1,0,1,0.17,0,0,0,0
spool of cable wire,0.91,0,0,2,7,0,0.29,0.46,0,0,0,0
spool of cable wire,0.61,0,0,1,2,0,0.5,0.61,0,0,0,0
spool of cat5e,1.26,0,0,3,17,0,0.18,0.42,0,0,0,0
spool of cat5e cable,0.42,0,0,1,6,0,0.17,0.42,0,0,0,0
spool of cat5e cable,1.37,0,0,3,19,0,0.16,0.46,0,0,0,0
spool of cat6 cable,0.49,0,0,1,2,0,0.5,0.49,0,0,0,0
spool of cat6 ethernet cable,0.52,0,0,1,1,0,1,0.52,0,0,0,0
spool of coax,0.47,0,0,1,3,0,0.33,0.47,0,0,0,0
spool of coax,0.18,0,0,1,1,0,1,0.18,0,0,0,0
spool of coax cable,0.31,0,0,1,12,0,0.08,0.31,0,0,0,0
spool of coax cable,0.5,0,0,1,7,0,0.14,0.5,0,0,0,0
spool of coax cable,0.43,0,0,1,5,0,0.2,0.43,0,0,0,0
spool of coax cable,0.64,0,0,3,33,0,0.09,0.21,0,0,0,0
spool of coax cable,1.56,0,0,6,49,0,0.12,0.26,0,0,0,0
spool of coaxel,0.21,0,0,1,1,0,1,0.21,0,0,0,0
spool of coaxial cable,0.21,0,0,1,2,0,0.5,0.21,0,0,0,0
spool of cox wire,0.43,0,0,1,1,0,1,0.43,0,0,0,0
spool of directv rg6,0.06,0,0,1,1,0,1,0.06,0,0,0,0
spool of ethernet cable,0.49,0,0,1,14,0,0.07,0.49,0,0,0,0
spool of hdsdi cable,0.42,0,0,1,1,0,1,0.42,0,0,0,0
spool of rg rg6 cable,0.19,0,0,1,1,0,1,0.19,0,0,0,0
spool of rg6,0.22,0,0,5,31,0,0.16,0.04,0,0,0,0
spool of rg6 cable,0.08,0,0,1,1,0,1,0.08,0,0,0,0
spool of rg6 coax,0.23,0,0,1,1,0,1,0.23,0,0,0,0
spool of tv cable wire,0.49,0,0,1,1,0,1,0.49,0,0,0,0
spool of vat 5e,0.49,0,0,1,4,0,0.25,0.49,0,0,0,0
spool rg6,0.38,0,0,1,3,0,0.33,0.38,0,0,0,0
spool rg6 cable,0.78,0,0,2,5,0,0.4,0.39,0,0,0,0
spool rg6 cable,0.64,0,0,2,5,0,0.4,0.32,0,0,0,0
spools of coaxial cable,0.34,0,0,1,2,0,0.5,0.34,0,0,0,0
spools of rg59 for sale,0.44,0,0,1,2,0,0.5,0.44,0,0,0,0
spools of rg6 for sale,0.19,0,0,1,1,0,1,0.19,0,0,0,0
spreaker wire,0.75,0,0,2,12,0,0.17,0.38,0,0,0,0
standard black roll of wire,0.4,0,0,1,1,0,1,0.4,0,0,0,0
stereo speaker cables,0.56,0,0,1,9,0,0.11,0.56,0,0,0,0
stereo speaker wire,2.67,0,0,6,318,0,0.02,0.44,0,0,0,0
stereo speaker wires,0.15,0,0,1,27,0,0.04,0.15,0,0,0,0
sterio speaker wire,0.27,67.42,1,1,2,249.7,0.5,0.27,0,0.27,1,0
stp cat5e,0.46,0,0,1,5,0,0.2,0.46,0,0,0,0
stp cmx bulk cat5,0.38,31.96,1,1,1,84.11,1,0.38,0,0.38,1,0
strands speaker wire,0.61,0,0,1,1,0,1,0.61,0,0,0,0
survelance camera patch cable,0.34,0,0,1,1,0,1,0.34,0,0,0,0
sw 29871 sewell,0.01,0,0,1,1,0,1,0.01,0,0,0,0
sw 504,0.55,0,0,1,2,0,0.5,0.55,0,0,0,0
sw 9414,0.01,0,0,1,2,0,0.5,0.01,0,0,0,0
sw 9421,0.24,0,0,1,1,0,1,0.24,0,0,0,0
telephone electric wand tester,0.49,0,0,1,1,0,1,0.49,0,0,0,0
telephone line tracer equipment,0.47,0,0,1,1,0,1,0.47,0,0,0,0
the best rg6 cable,0.26,0,0,1,1,0,1,0.26,0,0,0,0
thin speaker wire,1.18,0,0,2,28,0,0.07,0.59,0,0,0,0
thinnest speaker wire,1.25,0,0,4,16,0,0.25,0.31,0,0,0,0
thousand foot box of cat5 wire,1.1,0,0,2,2,0,1,0.55,0,0,0,0
thousand foot roll of cat 6 wire,0.37,0,0,1,1,0,1,0.37,0,0,0,0
thousand foot roll of rg6 cable,0.43,0,0,1,1,0,1,0.43,0,0,0,0
tone generator and probe,0.62,0,0,1,1,0,1,0.62,0,0,0,0
tone generator kit,0.5,0,0,1,2,0,0.5,0.5,0,0,0,0
tone probe,0.92,0,0,2,42,0,0.05,0.46,0,0,0,0
toner and probe,0.59,0,0,1,15,0,0.07,0.59,0,0,0,0
toner electrical,0.88,0,0,2,25,0,0.08,0.44,0,0,0,0
toner etherenet,0.47,0,0,1,1,0,1,0.47,0,0,0,0
toner for cable,0.53,0,0,1,2,0,0.5,0.53,0,0,0,0
toner for coax cable,0.58,0,0,1,1,0,1,0.58,0,0,0,0
toner probe,0.7,0,0,2,12,0,0.17,0.35,0,0,0,0
toner probe kit,0.49,0,0,1,11,0,0.09,0.49,0,0,0,0
top rated bulk rg6 coaxial cable,0.49,0,0,1,1,0,1,0.49,0,0,0,0
tough cat 5 cable,0.53,0,0,1,3,0,0.33,0.53,0,0,0,0
trace electrical wires,0.47,0,0,1,4,0,0.25,0.47,0,0,0,0
tracing coax cable,0.44,0,0,1,5,0,0.2,0.44,0,0,0,0
tracing electrical wire,0.2,0,0,1,4,0,0.25,0.2,0,0,0,0
tracing electrical wires,1,0,0,2,16,0,0.13,0.5,0,0,0,0
tv antenna cable spool,0.11,0,0,1,1,0,1,0.11,0,0,0,0
tv cable rg6,0.26,0,0,1,6,0,0.17,0.26,0,0,0,0
tv cable wire bulk,0.47,0,0,1,3,0,0.33,0.47,0,0,0,0
tv cable wire bulk,0.38,0,0,1,2,0,0.5,0.38,0,0,0,0
tv coax cable in bulk,0.48,0,0,1,2,0,0.5,0.48,0,0,0,0
tv coax cable in bulk,0.48,0,0,1,6,0,0.17,0.48,0,0,0,0
tv coax with ground wire,0.5,0,0,1,1,0,1,0.5,0,0,0,0
tvi cable bulk,0.46,0,0,1,1,0,1,0.46,0,0,0,0
twin coaxial cable,0.44,0,0,1,1,0,1,0.44,0,0,0,0
twisted pair cable 250 volt,0.63,0,0,1,1,0,1,0.63,0,0,0,0
two conductor wire,0.45,0,0,1,8,0,0.13,0.45,0,0,0,0
underground cable tv wire,0.44,0,0,1,1,0,1,0.44,0,0,0,0
underground coax cable,1.53,0,0,4,89,0,0.04,0.38,0,0,0,0
underground rg6 coaxial cable,0.45,0,0,1,8,0,0.13,0.45,0,0,0,0
underground rg6 connector,0.45,0,0,1,1,0,1,0.45,0,0,0,0
underground rg6 coxial,0.94,0,0,2,2,0,1,0.47,0,0,0,0
underground tv cable,0.61,0,0,2,13,0,0.15,0.3,0,0,0,0
unterminated cat5 cable,0.2,0,0,1,2,0,0.5,0.2,0,0,0,0
unterminated ethernet cable,0.25,0,0,1,12,0,0.08,0.25,0,0,0,0
upgrade to rg6 cable,0.48,0,0,1,1,0,1,0.48,0,0,0,0
utp cable box,0.61,0,0,1,1,0,1,0.61,0,0,0,0
utp cat5e,0.78,0,0,2,39,0,0.05,0.39,0,0,0,0
uv rated cat5 cmx cables in 1000ft,0.01,0,0,1,3,0,0.33,0.01,0,0,0,0
uv rated ethernet cable by the foot,0.44,0,0,1,3,0,0.33,0.44,0,0,0,0
video cable for direct burial,0.4,0,0,1,1,0,1,0.4,0,0,0,0
video camera bnc jumper cables with power,0.41,0,0,1,1,0,1,0.41,0,0,0,0
video camera cables 1000,0.39,0,0,1,2,0,0.5,0.39,0,0,0,0
video interconnect bulk,0.42,0,0,1,1,0,1,0.42,0,0,0,0
weight box of network cable 1000ft,0.08,0,0,1,1,0,1,0.08,0,0,0,0
what does a cable box look like,0.14,0,0,1,2,0,0.5,0.14,0,0,0,0
what does cat 5 wire look like,0.35,0,0,1,4,0,0.25,0.35,0,0,0,0
what gauge is the best speaker wire,0.36,0,0,1,1,0,1,0.36,0,0,0,0
what is a circuit tracer,0.26,0,0,1,1,0,1,0.26,0,0,0,0
what is the best rg6 cable,0.47,0,0,1,1,0,1,0.47,0,0,0,0
what is the cost of 1000 feet of coax cable,0.41,0,0,1,1,0,1,0.41,0,0,0,0
what is the price for a spool of indoor wire electrical wiring,0.24,0,0,1,1,0,1,0.24,0,0,0,0
what is the thinnest wire,0.29,0,0,1,1,0,1,0.29,0,0,0,0
what kind of cable for direct tv,0.49,0,0,1,1,0,1,0.49,0,0,0,0
what kind of rg6 cable should use for hdtv,0.12,0,0,1,1,0,1,0.12,0,0,0,0
where can i buy a 250 ft enternet cable,0.5,0,0,1,1,0,1,0.5,0,0,0,0
where can i buy cat 5 cable in bulk,0.34,0,0,2,1,0,2,0.17,0,0,0,0
where can i buy cat5e cable,0.32,0,0,1,1,0,1,0.32,0,0,0,0
where can i buy direct burial rg6 cable today,0.61,0,0,1,2,0,0.5,0.61,0,0,0,0
where can i buy rj45 cable in bulk,0.49,0,0,1,1,0,1,0.49,0,0,0,0
where can i buy roll of coaxial cable in houston,0.24,0,0,1,2,0,0.5,0.24,0,0,0,0
where can i find a 500 foot coax cable,0.44,0,0,1,2,0,0.5,0.44,0,0,0,0
where can i get cable wire rg6,0.43,0,0,1,2,0,0.5,0.43,0,0,0,0
where can i get cat 5 cable,0.3,0,0,1,1,0,1,0.3,0,0,0,0
where to buy bulk wire,0.47,0,0,1,1,0,1,0.47,0,0,0,0
where to buy cat 5 cable by the foot,0.16,0,0,1,1,0,1,0.16,0,0,0,0
where to buy cat5 cable,0.41,0,0,1,10,0,0.1,0.41,0,0,0,0
where to buy cat6 cable,0.54,0,0,1,16,0,0.06,0.54,0,0,0,0
where to buy cheap rg6 cable,0.5,0,0,1,1,0,1,0.5,0,0,0,0
where to buy cheap roll of coaxial cable in houston,0.25,0,0,1,2,0,0.5,0.25,0,0,0,0
where to buy ethernet cable by the foot,0.13,0,0,1,1,0,1,0.13,0,0,0,0
where to buy ethernet spool,0.35,0,0,1,1,0,1,0.35,0,0,0,0
where to find a phone line toaner,0.48,0,0,1,1,0,1,0.48,0,0,0,0
where to get cat5 e cable,0.33,0,0,1,1,0,1,0.33,0,0,0,0
where to purchase cat5 cable,0.26,0,0,1,2,0,0.5,0.26,0,0,0,0
white 250 feet cat6 ebay,0.19,0,0,1,1,0,1,0.19,0,0,0,0
white cable wire bulk,0.45,0,0,1,1,0,1,0.45,0,0,0,0
white cat5e,0.38,0,0,1,6,0,0.17,0.38,0,0,0,0
white cat5e bulk sewell 500 ft,0.14,0,0,1,5,0,0.2,0.14,0,0,0,0
white cat5e cable bulk,0.43,0,0,1,3,0,0.33,0.43,0,0,0,0
white rg6,0.28,0,0,1,5,0,0.2,0.28,0,0,0,0
white rg6 cable spool,0.26,0,0,1,1,0,1,0.26,0,0,0,0
white solid copper rg6 cable,0.41,0,0,1,2,0,0.5,0.41,0,0,0,0
white uv cat5e cable 250ft,0.27,0,0,1,1,0,1,0.27,0,0,0,0
who carries 14 4 wire,0.6,0,0,1,1,0,1,0.6,0,0,0,0
who sale coax cable,0.82,0,0,2,1,0,2,0.41,0,0,0,0
who sells rg59 cable in fort wayne in,0.44,0,0,1,1,0,1,0.44,0,0,0,0
wire finder tracker,0.47,0,0,1,1,0,1,0.47,0,0,0,0
wire locater,0.5,0,0,1,2,0,0.5,0.5,0,0,0,0
wire speaker,0.15,0,0,1,9,0,0.11,0.15,0,0,0,0
wire tester,3.46,0,0,8,316,0,0.03,0.43,0,0,0,0
wire toner wand,0.59,0,0,1,1,0,1,0.59,0,0,0,0
wire tracer,6.49,0,0,14,506,0,0.03,0.46,0,0,0,0
wire tracer kit,0.43,0,0,1,2,0,0.5,0.43,0,0,0,0
wire tracer lowes,0.3,0,0,1,6,0,0.17,0.3,0,0,0,0
wire tracing tool,0.32,0,0,1,12,0,0.08,0.32,0,0,0,0
wires for pv cells,0.5,0,0,1,6,0,0.17,0.5,0,0,0,0
wires for speakers,2.21,0,0,5,181,0,0.03,0.44,0,0,0,0
wiring cables for stereo,0.48,0,0,1,1,0,1,0.48,0,0,0,0
wiring toner,0.49,0,0,1,3,0,0.33,0.49,0,0,0,0
woven cable stool,0.23,0,0,1,1,0,1,0.23,0,0,0,0
yellow cat 5 cable,1.13,0,0,2,18,0,0.11,0.56,0,0,0,0
yellow cat5e,0.43,0,0,1,7,0,0.14,0.43,0,0,0,0
yellow cat5e cable,0.63,0,0,1,9,0,0.11,0.63,0,0,0,0
